collected_at,keyword,product_id,title,price,mall,brand,maker,ram,ssd,cpu,link
2026-06-25 23:04:28,리퍼 ThinkPad,90741369582,Lenovo 리퍼제품 ThinkPad T590 15.6 FHD Core i5-8365U 1.6GHz 16GB RAM 512GB 솔리드 스테이트 드라이브 Windows 11 P,717040,볼트르마켓,레노버,레노버,16GB,512GB,i5,https://smartstore.naver.com/main/products/13196858485
2026-07-01 07:20:47,리퍼 ThinkPad,91140012124,Lenovo 리퍼제품 레노버 씽크패드 T490 14인치 풀 HD 터치스크린 노트북 인텔 코어 i7-8665U 1.90GHz 16GB RAM 512GB SSD UHD 그래픽 윈도,731520,플러스아울렛1,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/13595501712
2026-07-01 07:20:47,리퍼 갤럭시북,59638631750,삼성전자 리퍼 겔럭시북 NT951XDB 인텔11세대 i7-1165G7 DDR4 16G NVMe512G Iris 윈도우11 15.6풀HD,732840,G마켓,삼성,삼성전자,16GB,512GB,i7,https://link.gmarket.co.kr/gate/pcs?item-no=4103496301&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-24 10:11:52,리퍼 맥북,59896965042,MacBook Pro 리퍼 중고맥북프로 2019 터치바 i7-9750H 32G SSD512G Pro560X 스페이스그레이 15인치,739100,G마켓,,,32GB,512GB,i7,https://link.gmarket.co.kr/gate/pcs?item-no=4744559114&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-22 22:57:16,리퍼 ThinkPad,59813199564,[리퍼] 레노버 씽크패드 X390 i5 16G 512G Win11 터치스크린 573526,741100,롯데ON,,레노버,16GB,512GB,i5,https://www.lotteon.com/p/product/LO2666757040?sitmNo=LO2666757040_2666757041&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-07-01 07:20:47,중고 갤럭시북,58891874979,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 16gb / 512gb,749000,11번가,갤럭시북 프로,,16GB,512GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9100234754&tid=1000000061
2026-07-01 07:20:47,리퍼 갤럭시북,59660642329,[삼성 NT951XDB] 리퍼 겔럭시북 NT951XDB 인텔11세대 i7-1165G7 DDR4 16G NVMe512G 윈도우11 15.6풀HD,756480,11번가,삼성,,16GB,512GB,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9274625568&tid=1000000061
2026-06-20 03:33:22,중고 노트북,89732447000,삼성전자 노트북 플러스2 윈11 i3 11세대 16G SSD1TB 삼성노트북,769000,일체형pc  중고노트북,노트북 플러스2,삼성전자,16GB,1TB,i3,https://smartstore.naver.com/main/products/12187936295
2026-06-22 22:57:16,리퍼 ThinkPad,59813026851,[리퍼] 레노버 씽크패드 X390 i7 램16GB NVMe512GB Win11 573525,777670,롯데ON,,레노버,16GB,512GB,i7,https://www.lotteon.com/p/product/LO2666757092?sitmNo=LO2666757092_2666757093&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-07-01 07:20:47,리퍼 갤럭시북,59638740599,삼성전자 리퍼 겔럭시북 NT951XDB 인텔11세대 i7-1165G7 DDR4 16G NVMe512G Iris 윈도우11 15.6풀HD,788000,옥션,삼성,삼성전자,16GB,512GB,i7,https://link.auction.co.kr/gate/pcs?item-no=F532785429&sub-id=1&service-code=10000003
2026-06-23 10:08:59,리퍼 ThinkPad,58571338671,레노버 (현대Hmall)리퍼 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,795840,옥션,레노버,레노버,32GB,1TB,Ryzen 5,https://link.auction.co.kr/gate/pcs?item-no=F457619211&sub-id=1&service-code=10000003
2026-06-23 10:08:59,리퍼 ThinkPad,58571467985,레노버 (현대Hmall)리퍼 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,795840,G마켓,레노버,레노버,32GB,1TB,Ryzen 5,https://link.gmarket.co.kr/gate/pcs?item-no=4650511457&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-22 22:57:16,리퍼 ThinkPad,60501295626,[리퍼] 레노버 씽크패드 X1 카본 GEN9 i7 램16GB 1TB Win11Pro,799000,GSSHOP,레노버,레노버,16GB,1TB,i7,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1098282715&vodFlag=N&prdseqnum=1098282715&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-25 23:04:28,리퍼 ThinkPad,58570916035,[리퍼] 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,804130,11번가,레노버,레노버,32GB,1TB,Ryzen 5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9034563657&tid=1000000061
2026-06-25 23:04:28,리퍼 ThinkPad,58570931683,[리퍼] 레노버 노트북 ThinkPad X13 SSD1TB Ryzen5Pro 램32GB,804130,11번가,레노버,레노버,32GB,1TB,Ryzen 5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9034563770&tid=1000000061
2026-06-26 10:38:46,중고 노트북,91174980683,LG 울트라PC 11세대 SSD512GB 노트북 인텔i7 16GB MX450 15U50P,809000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i7,https://smartstore.naver.com/main/products/13630470019
2026-07-01 07:20:47,리퍼 ThinkPad,91135428599,Lenovo 리퍼제품 레노버 씽크패드 P15v 2세대 홈 비즈니스 노트북인텔 i7-11800H 8코어 16GB RAM 512GB PCIe SSD T600 15.6 60Hz 풀,813600,플러스아울렛1,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/13590918187
2026-07-01 07:20:47,중고 갤럭시북,58892234744,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 16gb / 512gb,816110,롯데ON,,삼성전자,16GB,512GB,i5,https://www.lotteon.com/p/product/LO2620033801?sitmNo=LO2620033801_2620033802&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 10:38:46,리퍼 ThinkPad,90740355836,Lenovo 리퍼제품 레노버 씽크패드 P15s G1 모바일 워크스테이션 노트북 15인치 FHD IPS 디스플레이 코어 i7-10610U 16GB RAM 512GB SSD USB,857600,볼트르마켓,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/13195844739
2026-06-20 12:31:34,리퍼 LG그램,59942504973,[리퍼] LG 그램15 15Z90N 10세대 i7 램16G SSD512G 윈11 초경량,879000,GSSHOP,LG전자,LG전자,16GB,512GB,i7,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1119900989&vodFlag=N&prdseqnum=1119900989&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-19 11:59:34,리퍼 ThinkPad,60089563600,레노버 [리퍼] ThinkPad X13 Gen1[라이젠5 Pro 4650U RAM 32GB 신품SSD512GB 윈11] 507894,882200,11번가,레노버,,32GB,512GB,Apple M3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9139918881&tid=1000000061
2026-07-01 07:20:47,중고 LG그램,91077520348,중고 LG그램 14Z90Q i5-12세대 RAM16GB NVME512GB 14인치 윈도우11 무선마우스증정,899000,동우네트워크,LG그램,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13533009995
2026-07-01 07:20:47,중고 LG그램,91175148329,LG 그램 11세대 인텔i7 램16기가 SSD512GB WIN11 노트북 14ZB95N,899000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i7,https://smartstore.naver.com/main/products/13630637665
2026-07-01 07:20:47,리퍼 맥북,89761549537,Apple 리퍼제품 MacBook Pro 15인치 Core i7 2.8GHz 레티나MGXG2LL/A 16GB RAM 1TB 솔리드 스테이트 드라이브리퍼제품,932640,에스아울렛,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/12217038832
2026-06-23 10:08:59,리퍼 LG그램,88809262625,[업그레이드 리퍼] LG전자 그램15 i5-11세대 16G/512G 나이스컨 윈11,959000,뉴딕션 몰,LG그램,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/11264752294
2026-06-22 08:28:29,리퍼 LG그램,59819353830,[리퍼] LG 그램 노트북 14ZB995 10세대 i5 DDR4 16G NVME512G 윈 573438,968300,11번가,LG전자,,16GB,512GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9308490740&tid=1000000061
2026-07-01 07:20:47,중고 노트북,89522905308,삼성 NT761XDA RTX3050Ti i5 램16GB SSD512G Win11 게이밍,999000,세컨핸드스토어,삼성,삼성전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/11978394620
2026-06-22 01:48:13,리퍼 LG그램,59520541242,[리퍼] LG 그램 15Z90N 10세대 i7 16G 512G Win10,999000,GSSHOP,LG전자,LG전자,16GB,512GB,i7,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1023188843&vodFlag=N&prdseqnum=1023188843&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-07-01 07:20:47,리퍼 맥북,91134864162,Apple 리퍼제품 MacBook Pro 15인치 Core i7 2.8GHz 레티나MGXG2LL/A 16GB RAM 1TB 솔리드 스테이트 드라이브리퍼제품,1016400,플러스아울렛1,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/13590353750
2026-06-19 15:51:57,리퍼 ThinkPad,60089693308,레노버 [리퍼] ThinkPad X13 Gen1[라이젠5 Pro 4650U RAM 32GB 신품SSD 1TB 윈11] 507901,1046200,11번가,레노버,,32GB,1TB,Apple M3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9139932534&tid=1000000061
2026-07-01 07:20:47,중고 LG그램,60072780398,엘지 그램 gram 노트북 중고 17인치 i7 10세대 17Z995 RAM 16G SSD512G,1050000,11번가,LG전자,,16GB,512GB,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9359433336&tid=1000000061
2026-07-01 07:20:47,중고 LG그램,91175156047,LG Gram 노트북 i7-1165G7 가벼운 사무용 16GB SSD1TB 윈도우11,1059000,일체형pc  중고노트북,LG전자,LG전자,16GB,1TB,i7,https://smartstore.naver.com/main/products/13630645383
2026-06-26 23:53:43,리퍼 ThinkPad,90740442258,Lenovo 리퍼제품 ThinkPad P52 15.6 FHD Core i7-8850H 2.6GHz 32GB RAM 1TB 솔리드 스테이트 드라이브 Windows 11 Pro,1096560,볼트르마켓,레노버,레노버,32GB,1TB,i7,https://smartstore.naver.com/main/products/13195931161
2026-06-26 23:53:43,중고 노트북,91165398577,LG 가벼운 노트북 Gram 15 인텔 i5 16G SSD512G 15ZB95N,1109000,일체형pc  중고노트북,그램15,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13620888160
2026-07-01 07:20:47,리퍼 LG그램,59588812302,LG전자 (현대Hmall)리퍼 LG그램 15ZB95N 인텔 i5 11세대 램16기가 SSD512GB 가벼운 노트북 윈11,1141440,G마켓,LG전자,LG전자,16GB,512GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4722235781&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-19 09:42:50,리퍼 갤럭시북,91152200577,[리퍼] 삼성 갤럭시북 프로 NT951XDB 11세대 i5 램16G SSD1TB 윈11 울트라슬림 573550,1143520,라이프하우스6,삼성,삼성전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13607690165
2026-06-25 23:04:28,중고 LG그램,91174139223,LG gram 15ZB90Q 인텔i5 12세대 노트북 16GB SSD512GB WIN11,1169000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13629628614
2026-06-26 23:53:43,리퍼 갤럭시북,59819582910,[리퍼] 삼성 갤럭시북 pro NT951XDB 11세대 i7 16G NVMe512G 윈11 실버 573548,1169700,11번가,삼성,,16GB,512GB,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9308451885&tid=1000000061
2026-06-24 22:15:52,리퍼 LG그램,59812882007,[리퍼] LG 그램 15Z90N 10세대 i7 16G 512G Win10 573523,1212620,롯데ON,,LG전자,16GB,512GB,i7,https://www.lotteon.com/p/product/LO2666757200?sitmNo=LO2666757200_2666757201&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-07-01 07:20:47,리퍼 맥북,90740303951,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i7 16GB RAM 1TB SSD 스토리지 - 스페이스 그레이리퍼제품,1216160,볼트르마켓,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/13195792854
2026-06-25 23:04:28,중고 노트북,91171087777,LG 노트북 gram 가벼운 노트북 인텔 i5 16G SSD1TB 15ZB95N,1234000,일체형pc  중고노트북,그램15,LG전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13626577168
2026-06-24 22:15:52,리퍼 ThinkPad,90739922184,Lenovo 리퍼제품 레노버 씽크패드 X1 요가 G8 14인치 터치 노트북 i7-1365U 32GB 1TB SSD W11P,1250800,볼트르마켓,레노버,레노버,32GB,1TB,i7,https://smartstore.naver.com/main/products/13195411087
2026-06-20 12:31:34,리퍼 LG그램,59819440025,[리퍼] LG 그램 15Z90N 10세대 i7 16G 512G Win10 573523,1257900,11번가,LG전자,,16GB,512GB,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9308458240&tid=1000000061
2026-07-01 07:20:47,중고 LG그램,91174152806,엘지 gram노트북 SSD1TB 윈도우11 그램 15ZB90Q i5 1240P 램16기가,1299000,일체형pc  중고노트북,LG전자,LG전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13629642197
2026-06-26 23:53:43,리퍼 맥북,91099915338,Apple M1 칩 13.3인치 16GB RAM 1TB SSD 스페이스 그레이가 탑재된 Late 2020 MacBook Pro 리퍼제품,1329440,스마트아울렛1,Apple,Apple,16GB,1TB,Apple M1,https://smartstore.naver.com/main/products/13555404971
2026-06-19 15:51:57,리퍼 LG그램,91152624754,[리퍼] LG그램 15Z90Q 12세대 i5 16G 1TB 윈도우포함 사무용 노트북 573431,1351600,라이프하우스6,LG전자,LG전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13608114342
2026-06-24 12:01:32,리퍼 갤럭시북,90739109466,Samsung 리퍼제품 삼성 갤럭시 북4 엣지 14인치 AMOLED 터치 윈도우 11 홈 퀄컴 8CX X세대 16GB DDR5x 512GB SSD 사파이어 블루리퍼제품,1379200,볼트르마켓,삼성,삼성전자,16GB,512GB,,https://smartstore.naver.com/main/products/13194598369
2026-06-26 23:53:43,중고 LG그램,58891973447,중고노트북 LG그램 16인치 16z90s 16인치/16GB/512GB,1598000,11번가,LG그램,,16GB,512GB,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9100233135&tid=1000000061
2026-07-01 07:20:47,리퍼 ThinkPad,90857799984,레노버 가성비 리퍼 노트북 씽크패드 X1 카본 GEN10 i7-12세대 16GB 512GB,1690000,SMINT,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/13313289652
2026-07-01 07:20:47,중고 LG그램,58892213689,중고노트북 LG그램 16인치 16z90s 16인치/16GB/512GB,1728330,롯데ON,,LG전자,16GB,512GB,,https://www.lotteon.com/p/product/LO2620033577?sitmNo=LO2620033577_2620033578&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:53:43,리퍼 ThinkPad,91094324756,Lenovo 리퍼제품 ThinkPad E15 Gen 4 15.6 FHD IPS 디스플레이 비즈니스 노트북 AMD Ryzen 7 5825U 16GB RAM 1TB SSD Wi-,1818160,제스트아울렛,레노버,레노버,16GB,1TB,Ryzen 7,https://smartstore.naver.com/main/products/13549814403
2026-06-24 11:09:30,리퍼 맥북,91140987263,Apple 리퍼제품 2024 MacBook Air와 M3 칩13인치 24GB RAM 512GB SSD 스토리지 자정리퍼제품,1891120,플러스아울렛1,Apple,Apple,24GB,512GB,Apple M3,https://smartstore.naver.com/main/products/13596476851
2026-07-01 07:20:47,리퍼 맥북,90740068086,Apple 리퍼제품 2024 맥북 에어 M3 칩 포함 15인치 24GB RAM 512GB SSD 스토리지 스타라이트리퍼제품,1891120,볼트르마켓,Apple,Apple,24GB,512GB,Apple M3,https://smartstore.naver.com/main/products/13195556990
2026-06-26 23:53:43,리퍼 맥북,91140891747,Apple 리퍼제품 2022 MacBook Pro애플 M2 칩 포함13인치 16GB RAM 512GB SSD 스토리지QWERTY 영어 실버프리미엄 Silver,1904720,플러스아울렛1,Apple,Apple,16GB,512GB,Apple M2,https://smartstore.naver.com/main/products/13596381335
2026-06-18 08:18:16,리퍼 노트북,60421073463,LG 그램 16Z90S-VP55 울트라5 16GB 512GB 윈11프로 리퍼 노트북,1949000,옥션,,,16GB,512GB,,https://link.auction.co.kr/gate/pcs?item-no=F586492217&sub-id=1&service-code=10000003
2026-07-01 07:20:47,리퍼 LG그램,91175326796,LG 그램 16Z90S-VP55 울트라5 16GB 512GB 윈11프로 리퍼 노트북,1949000,보스위즈,LG그램,LG전자,16GB,512GB,,https://smartstore.naver.com/main/products/13630816132
2026-07-01 07:20:47,리퍼 갤럭시북,90739609253,Samsung 리퍼제품 삼성 갤럭시 북5 프로 14 U7-258V 32GB 1TB 그레이,1980320,볼트르마켓,삼성,삼성전자,32GB,1TB,,https://smartstore.naver.com/main/products/13195098156
2026-06-20 12:31:34,리퍼 갤럭시북,59735715161,삼성 가성비 리퍼 노트북 갤럭시북5프로 16인치 NT960XHA 울트라5 16GB 1TB,1990000,11번가,삼성,,16GB,1TB,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9163049395&tid=1000000061
2026-07-01 07:20:47,리퍼 LG그램,91175326601,LG 그램 17Z90TL-GU75 울트라7 16GB 512GB 코파일럿 AI 노트북 리퍼,2349000,보스위즈,LG그램,LG전자,16GB,512GB,,https://smartstore.naver.com/main/products/13630815937
2026-07-01 07:20:47,리퍼 맥북,90739356146,Apple 리퍼제품 2025 MacBook Pro애플 M5 칩 포함14인치 16GB RAM 512GB SSD 스토리지 스페이스 블랙리퍼제품,2558640,볼트르마켓,Apple,Apple,16GB,512GB,,https://smartstore.naver.com/main/products/13194845049
2026-06-26 10:38:46,리퍼 맥북,90875969050,Apple 맥북프로 14 2024년 M4 Pro 14코어 RAM 24GB 512GB,2799000,스마트리퍼몰,Apple,Apple,24GB,512GB,Apple M4,https://smartstore.naver.com/main/products/13331458718
2026-07-01 07:20:47,리퍼 맥북,90583245166,Apple M2 Pro 칩 16인치 32GB RAM 1TB SSD 스페이스 그레이가 탑재된 MacBook 리퍼제품,3127840,카오아울렛,Apple,Apple,32GB,1TB,Apple M2,https://smartstore.naver.com/main/products/13038734074
