collected_at,keyword,product_id,title,price,mall,brand,maker,ram,ssd,cpu,link
2026-06-20 00:01:10,중고 갤럭시북,59714829582,"중고노트북 갤럭시북 프로 NT951XDC 코어I7 11세대, 윈도우 11 R",949050,롯데ON,,삼성전자,,,i7,https://www.lotteon.com/p/product/LO2659826834?sitmNo=LO2659826834_2659826835&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,55263430705,중고 삼성노트북 삼성 갤럭시북 프로 NT950XDX I5 15인치 최신형,693900,11번가,갤럭시북 프로,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367082389&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,59714836340,"중고노트북 갤럭시북 프로 NT951XDC 코어I7 11세대, 윈도우 11 R",999000,11번가,갤럭시북 프로,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9285609236&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,58892008765,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 8gb / 256gb,749000,11번가,갤럭시북 프로,,8GB,256GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9100234620&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,58891874979,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 16gb / 512gb,849000,11번가,갤럭시북 프로,,16GB,512GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9100234754&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,58708689965,중고노트북 갤럭시북1 NT750XDZ 15인치 윈도우11 I5,569050,롯데ON,,삼성전자,,,i5,https://www.lotteon.com/p/product/LO2613087572?sitmNo=LO2613087572_2613087573&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58892229356,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 8gb / 256gb,711550,롯데ON,,삼성전자,8GB,256GB,i5,https://www.lotteon.com/p/product/LO2620033773?sitmNo=LO2620033773_2620033774&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58892234744,중고노트북 갤럭시북 프로 코어I5 11세대 / Win11 / 16gb / 512gb,806550,롯데ON,,삼성전자,16GB,512GB,i5,https://www.lotteon.com/p/product/LO2620033801?sitmNo=LO2620033801_2620033802&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58708593620,중고노트북 갤럭시북 플랙스2 15인치 NT950QDA I7 WIN11,863550,롯데ON,,삼성전자,,,i7,https://www.lotteon.com/p/product/LO2613087739?sitmNo=LO2613087739_2613087740&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,55503067250,중고  갤럭시북3 고    5G 14인치  노트북      NT345XPA,350000,11번가,,,,,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7853692296&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,59714822776,중고 삼성노트북 갤럭시북3 프로 NT940XFG 인텔 코어i5 13세대,1370000,11번가,갤럭시북3 프로,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9285609292&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,59714827490,중고 삼성노트북 갤럭시북3 프로 NT940XFG 인텔 코어i5 13세대,1301500,롯데ON,,삼성전자,,,i5,https://www.lotteon.com/p/product/LO2659826842?sitmNo=LO2659826842_2659826843&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58708575062,[중고노트북]삼성 갤럭시북 플랙스2 15인치 NT950QDA I5 윈11,816050,롯데ON,,삼성전자,,,i5,https://www.lotteon.com/p/product/LO2613087589?sitmNo=LO2613087589_2613087590&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58708689220,[중고 삼성노트북]삼성 갤럭시북 이온1 15인치,607050,롯데ON,,삼성전자,,,,https://www.lotteon.com/p/product/LO2613087851?sitmNo=LO2613087851_2613087852&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,58708644492,중고노트북 삼성노트북 갤럭시북4 360 NT751QGK 2in1 AI 울트라5,1643500,롯데ON,,,,,,https://www.lotteon.com/p/product/LO2613087416?sitmNo=LO2613087416_2613087417&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 갤럭시북,55668679417,[중고 삼성노트북]삼성 갤럭시북 이온 15인치,693900,11번가,갤럭시북 이온2,,,,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367080970&tid=1000000061
2026-06-20 00:01:10,중고 갤럭시북,55259867750,[중고 삼성노트북]삼성 갤럭시북 이온2 15 인치 NT950XDA [i5],678900,11번가,갤럭시북 이온2,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367082516&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,89251365216,레노버 씽크패드 i7 16G 512G 사무용 인강용 터치 리퍼노트북 윈도우11,599000,피씨솔루션,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/11706854749
2026-06-20 00:01:10,리퍼 ThinkPad,56343476465,레노버 레노버 저렴한 업무용 가성비 싼 사무용 노트북 리퍼 씽크패드 T560 i7 15인치,319960,옥션,레노버,레노버,,,i7,https://link.auction.co.kr/gate/pcs?item-no=D702008594&sub-id=1&service-code=10000003
2026-06-20 00:01:10,리퍼 ThinkPad,58571467985,레노버 (현대Hmall)리퍼 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,795840,G마켓,레노버,레노버,32GB,1TB,Apple M3,https://link.gmarket.co.kr/gate/pcs?item-no=4650511457&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,리퍼 ThinkPad,58571338671,레노버 (현대Hmall)리퍼 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,795840,옥션,레노버,레노버,32GB,1TB,Apple M3,https://link.auction.co.kr/gate/pcs?item-no=F457619211&sub-id=1&service-code=10000003
2026-06-20 00:01:10,리퍼 ThinkPad,58571472495,레노버 (현대Hmall)리퍼 씽크패드 노트북 32GB Win11 X13 SSD512GB 라이젠5Pro 4650U,671040,G마켓,레노버,레노버,32GB,512GB,Ryzen 5,https://link.gmarket.co.kr/gate/pcs?item-no=4650511445&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,리퍼 ThinkPad,58571344876,레노버 (현대Hmall)리퍼 씽크패드 노트북 32GB Win11 X13 SSD512GB 라이젠5Pro 4650U,671040,옥션,레노버,레노버,32GB,512GB,Ryzen 5,https://link.auction.co.kr/gate/pcs?item-no=F457619212&sub-id=1&service-code=10000003
2026-06-20 00:01:10,리퍼 ThinkPad,90740246959,Lenovo 리퍼제품 레노버 씽크패드 X1 카본 9세대 14인치 노트북 코어 i5-1135G7 8GB 램 256GB SSD W10P,809040,볼트르마켓,레노버,레노버,8GB,256GB,i5,https://smartstore.naver.com/main/products/13195735863
2026-06-20 00:01:10,리퍼 ThinkPad,90847758958,Lenovo 리퍼제품 레노버 씽크패드 T14s Gen2 노트북 14인치 FHD1920x1080 윈도우 11 프로 코어 i5-1145G7 512GB SSD 16GB RAM 지문,682240,다정아울렛,레노버,레노버,16GB,512GB,i5,https://smartstore.naver.com/main/products/13303248626
2026-06-20 00:01:10,리퍼 ThinkPad,60356798778,[리퍼] 레노버 씽크패드 T14s 10세대 윈도우 포함 사무용 가정용 슬림 노트북,389000,GSSHOP,레노버,레노버,,,,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1125310091&vodFlag=N&prdseqnum=1125310091&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-20 00:01:10,리퍼 ThinkPad,58570916035,[리퍼] 씽크패드 X13 노트북 RAM32GB 33.78cm SSD1TB 라이젠5프로,804130,11번가,레노버,레노버,32GB,1TB,Apple M3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9034563657&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60371497576,[리퍼 중고] 레노버 씽크패드 T14s Gen2 11세대 윈도우 포함 업무용 사무용,455050,롯데ON,,레노버,,,,https://www.lotteon.com/p/product/LO2697207649?sitmNo=LO2697207649_2697207650&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,리퍼 ThinkPad,60356146203,레노버 가성비 리퍼 노트북 씽크패드 X1 카본 GEN8 i7-10세대 16GB 256GB,949000,11번가,레노버,,16GB,256GB,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9411792428&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60088049519,레노버 LENOVO 리퍼노트북 ThinkPad E495 라이젠 R5-3500U 8G SSD256G Vega8 윈도우11 14인치 507974,452100,11번가,레노버,,8GB,256GB,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9140119419&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60517569239,레노버 씽크패드 E460 14인치 가성비 노트북 인텔 i3-6세대 리퍼 노트북,229000,11번가,씽크패드,,,,i3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9439477720&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60517593431,씽크패드 E480 14인치 고성능 가성비 노트북 인텔 i5-8세대 리퍼노트북,380000,11번가,씽크패드,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9439477542&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60517620096,레노버 씽크패드 E460 14인치 가성비 노트북 인텔 i3-6세대 리퍼 노트북,229000,11번가,씽크패드,,,,i3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9439477728&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,60517615687,씽크패드 E480 14인치 고성능 가성비 노트북 인텔 i5-8세대 리퍼노트북,380000,11번가,씽크패드,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9439477537&tid=1000000061
2026-06-20 00:01:10,리퍼 ThinkPad,91182452708,씽크패드 E480 14인치 고성능 가성비 노트북 인텔 i5-8세대 리퍼노트북,380000,SMINT,씽크패드,레노버,,,i5,https://smartstore.naver.com/main/products/13637941999
2026-06-20 00:01:10,리퍼 ThinkPad,91182452846,레노버 씽크패드 E460 14인치 가성비 노트북 인텔 i3-6세대 리퍼 노트북,229000,SMINT,씽크패드,레노버,,,i3,https://smartstore.naver.com/main/products/13637942137
2026-06-20 00:01:10,리퍼 ThinkPad,60487960949,레노버 씽크패드 T430U 가성비 노트북 14인치 인텔 i5-3세대 리퍼노트북,179000,11번가,씽크패드,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9434354700&tid=1000000061
2026-06-20 00:01:10,중고 ThinkPad,90608378301,레노버 thinkpad T580 i5 8G 128G WIN10 사무용 업무용 중고노트북,259000,UCMart,레노버,레노버,8GB,128GB,i5,https://smartstore.naver.com/main/products/13063867209
2026-06-20 00:01:10,중고 ThinkPad,57876782653,레노버 레노버 씽크패드 X1 카본 i5 8GB 사무용 인강용 중고노트북,304580,G마켓,레노버,레노버,8GB,,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4355119391&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,중고 ThinkPad,60371497576,[리퍼 중고] 레노버 씽크패드 T14s Gen2 11세대 윈도우 포함 업무용 사무용,455050,롯데ON,,레노버,,,,https://www.lotteon.com/p/product/LO2697207649?sitmNo=LO2697207649_2697207650&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 ThinkPad,60186668025,레노버 레노버 씽크패드 X13 GEN1 10세대 i5 16GB 1TB 윈11 중고노트북,493730,옥션,레노버,레노버,16GB,1TB,i5,https://link.auction.co.kr/gate/pcs?item-no=F412964074&sub-id=1&service-code=10000003
2026-06-20 00:01:10,중고 ThinkPad,58967851413,레노버 레노버 씽크패드 X390 i5 16G 512G 윈11 터치스크린 중고노트북,487080,G마켓,레노버,레노버,16GB,512GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4607041206&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,중고 ThinkPad,60356785987,[리퍼 중고] 레노버 씽크패드 T14s 10세대 윈도우 포함 사무용 가정용 슬림 노트북,341050,롯데ON,,레노버,,,,https://www.lotteon.com/p/product/LO2696502045?sitmNo=LO2696502045_2696502046&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 ThinkPad,91173843021,레노버 ThinkPad 노트북 윈11 L15 GEN2 인텔i3 11세대 SSD256GB,469000,일체형pc  중고노트북,레노버,레노버,,256GB,i3,https://smartstore.naver.com/main/products/13629332412
2026-06-20 00:01:10,중고 ThinkPad,60468811937,레노버 레노버 THINKPAD S430 i5 16G 256G 과제용 사무용 중고노트북,166250,G마켓,레노버,레노버,16GB,256GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4781690961&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,중고 ThinkPad,60277738070,레노버 씽크패드 X13 GEN1 10세대 i5 16GB 1TB 윈11 중고노트북,509000,11번가,레노버,,16GB,1TB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8891619792&tid=1000000061
2026-06-20 00:01:10,중고 ThinkPad,60001689439,레노버 씽크패드 E15 (i5-10210U 8GB S256GB Win11P) [중고제품],435000,GSSHOP,레노버,레노버,8GB,256GB,i5,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1120689129&vodFlag=N&prdseqnum=1120689129&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-20 00:01:10,중고 ThinkPad,58984131342,레노버 레노버 씽크패드 X390 i7 램16GB NVMe256GB 윈11 중고노트북,430220,옥션,레노버,레노버,16GB,256GB,i7,https://link.auction.co.kr/gate/pcs?item-no=F487167984&sub-id=1&service-code=10000003
2026-06-20 00:01:10,중고 ThinkPad,58984633875,레노버 레노버 씽크패드 X390 i7 램16GB NVMe512GB Win11 중고노트북,485030,G마켓,레노버,레노버,16GB,512GB,i7,https://link.gmarket.co.kr/gate/pcs?item-no=4680698861&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:10,중고 ThinkPad,51209936604,레노버 씽크패드 X1 carbon Gen7 인텔 10세대 i5 램8G NVME 512GB SSD 14FHD 윈11 중고노트북,499000,11번가,씽크패드,레노버,8GB,512GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7175075265&tid=1000000061
2026-06-20 00:01:10,중고 ThinkPad,60278324955,레노버 [리퍼 중고]레노버 씽크패드 X13 GEN1 10세대 i5 윈도우포함 사무용 노트북,369550,롯데ON,레노버,레노버,,,i5,https://www.lotteon.com/p/product/LO2655861784?sitmNo=LO2655861784_2655861785&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 ThinkPad,60278324650,레노버 [리퍼 중고]레노버 씽크패드 X13 GEN1 10세대 i5 16GB 1TB 윈11,512050,롯데ON,레노버,레노버,16GB,1TB,i5,https://www.lotteon.com/p/product/LO2583266349?sitmNo=LO2583266349_2583266350&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 ThinkPad,52836514910,씽크패드 중고노트북 T540P i7 8G 256G 15.6 FHD 윈10,280620,옥션,레노버,레노버,8GB,256GB,i7,https://link.auction.co.kr/gate/pcs?item-no=B818298568&sub-id=1&service-code=10000003
2026-06-20 00:01:10,중고 ThinkPad,58983909185,레노버 [리퍼 중고]레노버 씽크패드 X390 i7 램16GB NVMe256GB 윈11,445550,롯데ON,레노버,레노버,16GB,256GB,i7,https://www.lotteon.com/p/product/LO2624349307?sitmNo=LO2624349307_2624349308&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:10,중고 ThinkPad,89208015023,레노버 씽크패드 E450 i5 RAM 8GB 사무용 인강용 중고노트북,159000,UCMart,레노버,레노버,8GB,,i5,https://smartstore.naver.com/main/products/11663504556
2026-06-20 00:01:10,중고 ThinkPad,89413227805,레노버 씽크패드 Edge E560 i7 8GB 라데온 R7 M370 게이밍 중고노트북,219000,UCMart,레노버,레노버,8GB,,i7,https://smartstore.naver.com/main/products/11868717211
2026-06-20 00:01:10,중고 ThinkPad,57942382373,레노버 [리퍼 중고]레노버 씽크패드 X390 i5 16G 512G 윈11 터치스크린,498750,롯데ON,레노버,레노버,16GB,512GB,i5,https://www.lotteon.com/p/product/LO2583381691?sitmNo=LO2583381691_2583381692&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,리퍼 노트북,89251365216,레노버 씽크패드 i7 16G 512G 사무용 인강용 터치 리퍼노트북 윈도우11,599000,피씨솔루션,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/11706854749
2026-06-20 00:01:22,리퍼 노트북,59714830054,중고노트북 리퍼 LG 15인치 그램 15Z960 15인치 가정용 업무용 사무용 I7,483550,롯데ON,,LG전자,,,i7,https://www.lotteon.com/p/product/LO2659826825?sitmNo=LO2659826825_2659826826&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,리퍼 노트북,59374835752,삼성 NT202B5B i5 사무용 인강용 리퍼 가성비 싼 저렴 저가 15인치 노트북,139000,11번가,삼성,삼성전자,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9217540798&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,60117640282,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,798490,이마트몰,LG전자,,,,Apple M1,http://emart.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-20 00:01:22,리퍼 노트북,58708644746,중고노트북 리퍼 LG 15인치 올뉴그램 15Z980 15인치 가정용 업무용 사무용 I5,512050,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2613087675?sitmNo=LO2613087675_2613087676&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,리퍼 노트북,57993484352,삼성전자 NT371B5L 리퍼 중고노트북 i5-6300 DDR4 8G 삼성정품SSD128G 지포스920MX 15.6풀HD 윈도우11정품 인텔6세대,264520,옥션,삼성,삼성전자,8GB,128GB,i5,https://link.auction.co.kr/gate/pcs?item-no=D334008031&sub-id=1&service-code=10000003
2026-06-20 00:01:22,리퍼 노트북,60089595113,삼성 [리퍼]삼성 노트북9 NT930X5J i5 8G 256G 풀알루미늄 Win10 507979,484800,11번가,삼성,,8GB,256GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9140134459&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,86511678624,삼성전자 NT371B5J i5 8G SSD256G 15인치 가정용 교육용 사무용,249000,리퍼코리아,삼성,삼성전자,8GB,256GB,i5,https://smartstore.naver.com/main/products/8967178301
2026-06-20 00:01:22,리퍼 노트북,55259669292,중고 노트북 리퍼 삼성노트북9 nt900x5l 15인치 가정용 사무용,288900,11번가,노트북9 ALWAYS,,,,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367084608&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,60117667430,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,783490,SSG닷컴,LG전자,,,,Apple M1,http://www.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-20 00:01:22,리퍼 노트북,55259320899,중고 리퍼노트북 삼성노트북9 메탈 nt900x3l 13인치 i7 SSD 가정용 사무용,318900,11번가,노트북9 METAL,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367086164&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,90875969050,Apple 맥북프로 14 2024년 M4 Pro 14코어 RAM 24GB 512GB,2799000,스마트리퍼몰,Apple,Apple,24GB,512GB,Apple M4,https://smartstore.naver.com/main/products/13331458718
2026-06-20 00:01:22,리퍼 노트북,56933407101,HP 저렴한 업무용 가성비 싼 사무용 리퍼 노트북 17인치 엘리트북 8760W i7,228500,11번가,HP,HP,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7785658948&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,91175326796,LG 그램 16Z90S-VP55 울트라5 16GB 512GB 윈11프로 리퍼 노트북,1949000,보스위즈,LG그램,LG전자,16GB,512GB,,https://smartstore.naver.com/main/products/13630816132
2026-06-20 00:01:22,리퍼 노트북,59376649366,삼성 중고노트북 올웨이즈9 nt900x3n 13인치 리퍼노트북 i7,394000,11번가,노트북9 ALWAYS,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9218155180&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,55259053245,삼성 중고노트북 올웨이즈9 nt900x3n 13인치 리퍼노트북 i7,488900,11번가,노트북9 ALWAYS,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367086492&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,55258991619,리퍼노트북 삼성노트북5 NT550EBE 코어I5 8세대 윈10 PRO,394900,11번가,노트북5,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367088550&tid=1000000061
2026-06-20 00:01:22,리퍼 노트북,60371497576,[리퍼 중고] 레노버 씽크패드 T14s Gen2 11세대 윈도우 포함 업무용 사무용,455050,롯데ON,,레노버,,,,https://www.lotteon.com/p/product/LO2697207649?sitmNo=LO2697207649_2697207650&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,리퍼 노트북,90740246959,Lenovo 리퍼제품 레노버 씽크패드 X1 카본 9세대 14인치 노트북 코어 i5-1135G7 8GB 램 256GB SSD W10P,809040,볼트르마켓,레노버,레노버,8GB,256GB,i5,https://smartstore.naver.com/main/products/13195735863
2026-06-20 00:01:22,리퍼 노트북,90740346989,한성 가성비 리퍼 노트북 U36C i5-6200u 8GB 128GB,299000,SMINT,한성컴퓨터,한성컴퓨터,8GB,128GB,i5,https://smartstore.naver.com/main/products/13195835892
2026-06-20 00:01:22,중고 노트북,59714830054,중고노트북 리퍼 LG 15인치 그램 15Z960 15인치 가정용 업무용 사무용 I7,483550,롯데ON,,LG전자,,,i7,https://www.lotteon.com/p/product/LO2659826825?sitmNo=LO2659826825_2659826826&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,중고 노트북,91106801324,삼성 노트북 플러스2 i5 11세대-1135G7 16G SSD512G 윈11 15.6인치,699000,일체형pc  중고노트북,노트북 플러스2,삼성전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13562290957
2026-06-20 00:01:22,중고 노트북,91171985215,리니지클래식 노트북 16인치 사무용 i5 ASUS 비보북 X1605V SNS 블로그작업,599000,조립컴퓨터삼성LG중고노트북,ASUS,레노버,,,i5,https://smartstore.naver.com/main/products/13627474606
2026-06-20 00:01:22,중고 노트북,87870507156,삼성 NT911S3L i5 4G 128G WIN10 14형 가벼운 휴대용사무용 중고노트북,179000,UCMart,삼성,삼성전자,8GB,128GB,i5,https://smartstore.naver.com/main/products/10326002954
2026-06-20 00:01:22,중고 노트북,59028779905,삼성전자 삼성 NT551XDA 11세대 i5 16G 256G 윈11 중고노트북,503430,G마켓,삼성,삼성전자,16GB,256GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4418273768&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-20 00:01:22,중고 노트북,85760823112,LG 울트라PC 15U590 8세대 i5 16G SSD256G Win10,429000,세컨핸드스토어,LG전자,LG전자,16GB,256GB,i5,https://smartstore.naver.com/main/products/8216322789
2026-06-20 00:01:22,중고 노트북,58708644746,중고노트북 리퍼 LG 15인치 올뉴그램 15Z980 15인치 가정용 업무용 사무용 I5,512050,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2613087675?sitmNo=LO2613087675_2613087676&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-20 00:01:22,중고 노트북,91174152806,엘지 gram노트북 SSD1TB 윈도우11 그램 15ZB90Q i5 1240P 램16기가,1299000,일체형pc  중고노트북,LG전자,LG전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13629642197
2026-06-20 00:01:22,중고 노트북,89732328915,메모리+SSD더블업 삼성 노트북 플러스2 I3-11세대 윈11 15.6인치,499000,일체형pc  중고노트북,노트북 플러스2,삼성전자,,,i3,https://smartstore.naver.com/main/products/12187818210
2026-06-20 00:01:22,중고 노트북,91165413055,LG 노트북 35.5cm(14인치) 초경량노트북 SSD512GB 윈도우11 14ZB95N,799000,일체형pc  중고노트북,그램14,LG전자,,512GB,,https://smartstore.naver.com/main/products/13620902638
2026-06-20 00:01:22,중고 노트북,91174279378,엘지 노트북 그램14 가벼운 초경량 노트북 14ZB95N 윈도우11 SSD256GB,699000,일체형pc  중고노트북,그램14,LG전자,,256GB,,https://smartstore.naver.com/main/products/13629768769
2026-06-20 00:01:22,중고 노트북,91175258335,LG 노트북 gram 10세대 14ZB995 윈11 인텔i5 16GB SSD512GB,709000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13630747671
2026-06-20 00:01:22,중고 노트북,91175148329,LG 그램 11세대 인텔i7 램16기가 SSD512GB WIN11 노트북 14ZB95N,899000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i7,https://smartstore.naver.com/main/products/13630637665
2026-06-20 00:01:22,중고 노트북,91165398577,LG 가벼운 노트북 Gram 15 인텔 i5 16G SSD512G 15ZB95N,1109000,일체형pc  중고노트북,그램15,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13620888160
2026-06-20 00:01:22,중고 노트북,89732447000,삼성전자 노트북 플러스2 윈11 i3 11세대 16G SSD1TB 삼성노트북,769000,일체형pc  중고노트북,노트북 플러스2,삼성전자,16GB,1TB,i3,https://smartstore.naver.com/main/products/12187936295
2026-06-20 00:01:22,중고 노트북,89732394109,삼성 노트북 플러스2 i3 11세대-1115G4 16G SSD512G 윈11 15.6인치,629000,일체형pc  중고노트북,노트북 플러스2,삼성전자,16GB,512GB,i3,https://smartstore.naver.com/main/products/12187883404
